CPU name,cpu bench (higher = better)
Intel Xeon W3540 @ 2.93GHz,"3,070"
MediaTek MT6779V/CE,"3,068"
Intel Core i3-9100HL @ 1.60GHz,"3,065"
Intel Xeon W3530 @ 2.80GHz,"3,065"
Intel Core i5-24050S @ 2.50GHz,"3,061"
AMD Opteron 2435,"3,061"
Intel Pentium G4600T @ 3.00GHz,"3,055"
Intel Pentium Silver N6000 @ 1.10GHz,"3,054"
AMD PRO A10-9700E,"3,053"
Intel Core i5-4210H @ 2.90GHz,"3,045"
AMD PRO A12-8870E,"3,043"
AMD Opteron X3418 APU,"3,043"
Intel Core i3-6100H @ 2.70GHz,"3,041"
AMD FX-4170 Quad-Core,"3,034"
Intel Core i7-5600U @ 2.60GHz,"3,034"
AMD A10-5800B APU,"3,034"
AMD PRO A10-8770E,"3,030"
AMD Embedded R-Series RX-421ND,"3,024"
Intel Core i3-7130U @ 2.70GHz,"3,020"
Intel Xeon L5630 @ 2.13GHz,"3,018"
Intel Atom x6425RE @ 1.90GHz,"3,017"
ARM Cortex-A78 4 Core 2000 MHz,"3,016"
Spreadtrum T616,"3,012"
Intel Pentium GOLD 6500Y @ 1.10GHz,"3,012"
Intel Xeon X5550 @ 2.67GHz,"3,009"
AMD A8-6600K APU,"3,008"
SMDK4x12,"3,006"
Intel Core i7-5650U @ 2.20GHz,"3,003"
AMD Athlon Silver 3050U,"3,003"
Intel Core i7-4558U @ 2.80GHz,"3,001"
AMD Phenom II X6 1035T,"3,001"
Qualcomm SM6115,"3,001"
AMD A8-8650,"2,996"
Intel Core i5-6200U @ 2.30GHz,"2,995"
AMD FX-4300 Quad-Core,"2,995"
MT8786V/N,"2,992"
Intel Core i7-3540M @ 3.00GHz,"2,991"
AMD PRO A8-8670E,"2,989"
AMD A12-9730P,"2,989"
Intel Core i5-4308U @ 2.80GHz,"2,988"
Intel Core i7-860 @ 2.80GHz,"2,986"
Intel Core i5-3470T @ 2.90GHz,"2,986"
AMD Opteron 4174 HE,"2,986"
Intel Core i5-4300M @ 2.60GHz,"2,980"
AMD FX-670K Quad-Core,"2,980"
Spreadtrum T618,"2,978"
Virtual @ 2.40GHz,"2,978"
Intel Xeon E5-2637 @ 3.00GHz,"2,978"
AMD Ryzen Embedded R1305G,"2,973"
Intel Core i7-930 @ 2.80GHz,"2,962"
Intel Xeon X3460 @ 2.80GHz,"2,962"
Intel Celeron J4125 @ 2.00GHz,"2,961"
AMD A10-5800K APU,"2,958"
AMD A8 PRO-7600B APU,"2,954"
Intel Pentium G4560T @ 2.90GHz,"2,952"
Intel Core i7-4560U @ 1.60GHz,"2,950"
AMD Athlon X4 760K Quad Core,"2,948"
Intel Core i7-940 @ 2.93GHz,"2,947"
Hisilicon Kirin810,"2,945"
Mediatek MT6768,"2,939"
Intel Xeon W3520 @ 2.67GHz,"2,937"
Hisilicon Kirin 955,"2,936"
AMD Opteron 2431,"2,936"
Intel Core i3-10100Y @ 1.30GHz,"2,935"
AMD Athlon Silver 3050e,"2,935"
AMD Opteron 6128 HE,"2,932"
Mediatek MT6769V/CZ,"2,930"
Intel Core i5-2500T @ 2.30GHz,"2,929"
Rockchip RK3399,"2,925"
Unisoc ums9230H,"2,924"
Intel Xeon X5470 @ 3.33GHz,"2,921"
"Qualcomm Technologies, Inc SM6150","2,916"
Qualcomm SM6125,"2,916"
AMD FX-770K Quad-Core,"2,915"
Intel Core i3-4150T @ 3.00GHz,"2,912"
Intel Xeon X5492 @ 3.40GHz,"2,912"
Intel Core i5-3380M @ 2.90GHz,"2,909"
AMD A10-9630P,"2,909"
HiSilicon Kirin 970,"2,908"
Intel Celeron J4105 @ 1.50GHz,"2,907"
AMD Athlon X4 830,"2,901"
QTI SM6115,"2,897"
Intel Core i5-4210M @ 2.60GHz,"2,886"
Intel Core i5-3360M @ 2.80GHz,"2,884"
AMD PRO A10-8750B,"2,879"
AMD Athlon Silver 3050C,"2,879"
Intel Core i3-4130T @ 2.90GHz,"2,875"
Intel Xeon E5-2403 v2 @ 1.80GHz,"2,873"
AMD Opteron 4184,"2,872"
Intel Core m3-8100Y @ 1.10GHz,"2,869"
Mediatek MT6769H,"2,865"
Intel Xeon X3450 @ 2.67GHz,"2,864"
Intel Core i7-5550U @ 2.00GHz,"2,864"
QTI SM6125,"2,862"
Intel Core i7-3520M @ 2.90GHz,"2,862"
Intel Xeon E5-2609 @ 2.40GHz,"2,860"
AMD Athlon X4 750K Quad Core,"2,859"
AMD FX-7600P APU,"2,856"
AMD A8-6500B APU,"2,855"
Qualcomm SDM450,"2,855"
AMD FX-8800P,"2,851"
AMD A8-5600K APU,"2,846"
Unisoc ums9230T,"2,846"
Intel Celeron G5925 @ 3.60GHz,"2,841"
AMD Phenom II X4 980,"2,839"
MT6768G,"2,838"
"Qualcomm Technologies, Inc SDA660","2,836"
Intel Core i7-920 @ 2.67GHz,"2,830"
AMD Opteron 6128,"2,826"
Intel Core i5-4278U @ 2.60GHz,"2,826"
AMD Opteron 3350 HE,"2,825"
T606,"2,824"
Unisoc T610,"2,819"
Intel Core i5-4200M @ 2.50GHz,"2,814"
Intel Celeron G5905 @ 3.50GHz,"2,814"
HiSilicon Kirin 960,"2,809"
"Qualcomm Technologies, Inc MSM8998","2,804"
AMD A8-6500 APU,"2,802"
Intel Core i5-5257U @ 2.70GHz,"2,800"
vendor Kirin710,"2,793"
ARM Cortex-A76 8 Core 1800 MHz,"2,792"
AMD RX-427BB,"2,789"
Intel Core i5-8210Y @ 1.60GHz,"2,785"
Intel Xeon E5540 @ 2.53GHz,"2,783"
T610S-Unisoc,"2,781"
Intel Core2 Extreme X9775 @ 3.20GHz,"2,780"
Intel Core i7-5500U @ 2.40GHz,"2,778"
"Qualcomm Technologies, Inc QCM6125","2,775"
Intel Pentium G4500 @ 3.50GHz,"2,772"
Spreadtrum T606,"2,770"
Intel Atom C2750 @ 2.40GHz,"2,767"
Intel Xeon X3440 @ 2.53GHz,"2,767"
MT6769V/CZ,"2,766"
Intel Core i7-870S @ 2.67GHz,"2,765"
T618,"2,760"
Intel Core i3-6157U @ 2.40GHz,"2,758"
Intel Xeon X5482 @ 3.20GHz,"2,755"
Intel Core 860 @ 2.80GHz,"2,754"
Intel Xeon E5-2603 v2 @ 1.80GHz,"2,751"
AMD A10-5700 APU,"2,733"
Intel Core i5-5300U @ 2.30GHz,"2,732"
AMD Phenom II X4 970,"2,729"
Intel Core m3-7Y32 @ 1.10GHz,"2,726"
MT8788,"2,726"
Intel Core i3-7100U @ 2.40GHz,"2,724"
"ARM Phytium,FT-2000/4 8 Core 2300 MHz","2,720"
Qualcomm SDM660,"2,719"
AMD A6-9400,"2,717"
Intel Celeron G4950 @ 3.30GHz,"2,714"
AMD 3015e,"2,714"
MediaTek MT6779V/CV,"2,712"
Intel Core i7-4600U @ 2.10GHz,"2,712"
Intel Pentium G4520 @ 3.60GHz,"2,707"
Intel Core i5-3340M @ 2.70GHz,"2,700"
MT6769H,"2,696"
"Qualcomm Technologies, Inc SM6225","2,692"
AMD PRO A12-9800B,"2,691"
AMD Phenom II X4 B65,"2,690"
Intel Core2 Extreme X9770 @ 3.20GHz,"2,689"
Unisoc T612,"2,688"
Intel Celeron J4115 @ 1.80GHz,"2,687"
MediaTek MT6769V/CU,"2,687"
Intel Xeon E5607 @ 2.27GHz,"2,686"
AMD FX-4130 Quad-Core,"2,684"
Intel Core i5-4402E @ 1.60GHz,"2,681"
Hisilicon Kirin970,"2,681"
Intel Xeon E5530 @ 2.40GHz,"2,680"
Intel Core i3-4110M @ 2.60GHz,"2,678"
ARM D2000/8 8 Core 2300 MHz,"2,674"
"ARM Phytium,D2000/8 8 Core 2300 MHz","2,671"
Intel Core i5-7Y54 @ 1.20GHz,"2,671"
"Qualcomm Technologies, Inc SDM710","2,669"
Qualcomm SM4250,"2,667"
Intel Core i5-3320M @ 2.60GHz,"2,667"
Intel Core i5-3610ME @ 2.70GHz,"2,666"
Intel Celeron 7305E,"2,665"
MediaTek MT6771V/C,"2,662"
Unisoc T606,"2,660"
Intel Xeon E5-2407 @ 2.20GHz,"2,658"
Intel Core i3-3250T @ 3.00GHz,"2,650"
AMD A12-9720P,"2,648"
AMD RX-425BB,"2,648"
Intel Core i7-3687U @ 2.10GHz,"2,646"
Intel Celeron G5900 @ 3.40GHz,"2,643"
Intel Core i3-6100U @ 2.30GHz,"2,637"
MediaTek MT6771V/CT,"2,636"
Intel Core i5-4288U @ 2.60GHz,"2,634"
AMD Athlon X4 740 Quad Core,"2,632"
Spreadtrum T610,"2,629"
AMD Phenom II X4 B60,"2,627"
Intel Core i5-760 @ 2.80GHz,"2,626"
UIS7862A,"2,626"
AMD Athlon X4 750 Quad Core,"2,625"
MediaTek MT6779V/CU,"2,622"
Intel Celeron G5900T @ 3.20GHz,"2,620"
Intel Core i5-680 @ 3.60GHz,"2,618"
AMD Phenom II X4 965,"2,618"
AMD Athlon PRO 3045B,"2,618"
AMD Opteron 6172,"2,615"
Intel Pentium Silver N5030 @ 1.10GHz,"2,614"
Intel Core i7-7Y75 @ 1.30GHz,"2,612"
Intel Core i5-4258U @ 2.40GHz,"2,611"
AMD FX-7600P,"2,611"
AMD FX-4100 Quad-Core,"2,610"
AMD A8-5500B APU,"2,608"
Unisoc ums512,"2,603"
Intel Pentium Silver N5000 @ 1.10GHz,"2,602"
AMD Athlon II X4 559,"2,602"
AMD A8-5500 APU,"2,596"
QTI SDM660,"2,593"
Intel Core i3-5157U @ 2.50GHz,"2,593"
Intel Celeron G4930 @ 3.20GHz,"2,591"
Intel Core i7-4510U @ 2.00GHz,"2,590"
Intel Xeon L3426 @ 1.87GHz,"2,590"
Intel Core i5-7Y57 @ 1.20GHz,"2,588"
Samsung Exynos 8890,"2,587"
AMD PRO A10-9700B,"2,585"
Intel Core i5-5350U @ 1.80GHz,"2,582"
ARM Cortex-A76 4 Core 3400 MHz,"2,580"
AMD PRO A12-8800B,"2,580"
ARM Cortex-A76 4 Core 3200 MHz,"2,579"
Unisoc T700,"2,579"
Intel Core m3-7Y30 @ 1.00GHz,"2,578"
Intel Pentium G4400 @ 3.30GHz,"2,576"
Intel Xeon E5450 @ 3.00GHz,"2,574"
Intel Xeon X5460 @ 3.16GHz,"2,574"
Intel Core i3-7020U @ 2.30GHz,"2,574"
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,"2,572"
Intel Xeon X3380 @ 3.16GHz,"2,568"
AMD A10-9620P,"2,568"
"Qualcomm Technologies, Inc BENGALP","2,568"
AMD Athlon II X4 557,"2,567"
Intel Core i5-3230M @ 2.60GHz,"2,563"
AMD FX-9800P,"2,554"
Samsung Exynos 9611,"2,554"
T610-Unisoc,"2,553"
ARM Cortex-A76 4 Core 3000 MHz,"2,548"
Unisoc T618,"2,547"
"Qualcomm Technologies, Inc SDM712","2,545"
"Qualcomm Technologies, Inc SDM670","2,541"
AMD Phenom II X4 B97,"2,539"
AMD Phenom II X4 B99,"2,536"
AMD Phenom II X4 975,"2,536"
MediaTek MT6769T,"2,534"
Intel Core i5-670 @ 3.47GHz,"2,533"
Intel Core i5-750 @ 2.67GHz,"2,532"
ARM Kryo-4XX-Gold 8 Core 1804 MHz,"2,531"
AMD Athlon II X4 651 Quad-Core,"2,530"
MediaTek MT6769Z,"2,529"
Intel Core i5-4310U @ 2.00GHz,"2,526"
Intel Xeon L5530 @ 2.40GHz,"2,522"
Intel Core i3-7102E @ 2.10GHz,"2,521"
Intel Xeon E5520 @ 2.27GHz,"2,519"
Apple A9X,"2,515"
Intel Core i3-4100M @ 2.50GHz,"2,513"
QTI QCM4290,"2,512"
AMD Phenom II X4 955,"2,506"
MediaTek MT8183,"2,506"
Intel Core i5-5200U @ 2.20GHz,"2,502"
Intel Celeron G4920 @ 3.20GHz,"2,500"
AMD PRO A12-8830B,"2,499"
AMD Athlon II X4 555,"2,498"
Mediatek MT6769V/CT,"2,495"
Intel Xeon L7455 @ 2.13GHz,"2,494"
ARM Cortex-A76 4 Core 3300 MHz,"2,493"
Intel Core i5-4300U @ 1.90GHz,"2,493"
samsung exynos7885,"2,489"
Intel Celeron N4120 @ 1.10GHz,"2,483"
AMD Phenom II X4 B55,"2,483"
Intel Celeron G5920 @ 3.50GHz,"2,482"
AMD Opteron 8439 SE,"2,479"
Intel Core i7-4500U @ 1.80GHz,"2,478"
MT6769V/CT,"2,477"
Intel Core i7-2640M @ 2.80GHz,"2,476"
ARM Cortex-A76 4 Core 2900 MHz,"2,471"
Intel Core i5-3210M @ 2.50GHz,"2,470"
Intel Core i5-2390T @ 2.70GHz,"2,469"
Intel Core2 Quad Q9650 @ 3.00GHz,"2,466"
Intel Xeon X3370 @ 3.00GHz,"2,465"
Intel Core i7-8500Y @ 1.50GHz,"2,464"
Intel Core i5-5250U @ 1.60GHz,"2,461"
Intel Core i5-661 @ 3.33GHz,"2,459"
Intel Xeon D-1602 @ 2.50GHz,"2,459"
HiSilicon Kirin 950,"2,457"
ARM Cortex-A76 4 Core 2800 MHz,"2,457"
Samsung A04S EUR OPEN REV03C board based on EXYNOS,"2,452"
AMD 3020e,"2,450"
AMD A12-9700P,"2,446"
Intel Core i7-4610Y @ 1.70GHz,"2,446"
MediaTek MT6771V/W,"2,444"
Intel Celeron G4900 @ 3.10GHz,"2,442"
"Qualcomm Technologies, Inc TRINKET","2,441"
Intel Celeron N4100 @ 1.10GHz,"2,441"
"Qualcomm Technologies, Inc BENGAL","2,439"
Hisilicon Kirin710,"2,436"
Intel Core i3-3250 @ 3.50GHz,"2,435"
Snapdragon 662,"2,431"
Intel Pentium G3470 @ 3.60GHz,"2,428"
Intel Pentium J4205 @ 1.50GHz,"2,428"
"Qualcomm Technologies, Inc SDM660","2,426"
Intel Core i7-2620M @ 2.70GHz,"2,425"
Intel Core i5-4350U @ 1.40GHz,"2,425"
Samsung Exynos,"2,423"
AMD Athlon II X4 553,"2,418"
Intel Atom C3558 @ 2.20GHz,"2,417"
Intel Core i7-4650U @ 1.70GHz,"2,415"
Intel Core2 Extreme X9650 @ 3.00GHz,"2,410"
MT8395AV/ZA,"2,410"
"ARM Phytium,D2000/8 8 Core 2000 MHz","2,409"
AMD Athlon II X4 650,"2,409"
MediaTek MT6769V/CB,"2,406"
AMD Phenom II X4 B95,"2,401"
Intel Pentium G4500T @ 3.00GHz,"2,399"
Intel Core i5-2560M @ 2.70GHz,"2,397"
Intel Core i7-3667U @ 2.00GHz,"2,395"
Intel Xeon X5450 @ 3.00GHz,"2,394"
Intel Xeon X3360 @ 2.83GHz,"2,392"
Qualcomm SDM630,"2,388"
AMD PRO A8-9600B,"2,385"
AMD Phenom II X4 840,"2,385"
AMD PRO A10-8730B,"2,382"
Mediatek MT8768N,"2,382"
AMD Opteron 4170 HE,"2,382"
Intel Core i5-660 @ 3.33GHz,"2,382"
Intel Celeron 7305,"2,378"
AMD Phenom II X4 945,"2,378"
AMD Phenom II X4 977,"2,377"
ARM Cortex-A76 4 Core 2700 MHz,"2,375"
Intel Xeon E5440 @ 2.83GHz,"2,374"
Intel Celeron G6900TE,"2,373"
Apple A8X,"2,372"
Virtual @ 2.55GHz,"2,370"
AMD Phenom II X4 B50,"2,369"
"Qualcomm Technologies, Inc SDM665","2,369"
T700-Unisoc,"2,367"
Intel Xeon E5606 @ 2.13GHz,"2,365"
Intel Core i3-3245 @ 3.40GHz,"2,363"
Intel Atom T5700 @ 1.70GHz,"2,363"
AMD A8-3850 APU,"2,361"
AMD Phenom II X4 850,"2,361"
MediaTek MT6771V/WT,"2,359"
Intel Xeon X3363 @ 2.83GHz,"2,358"
Intel Celeron G3920 @ 2.90GHz,"2,358"
Intel Core i5-2540M @ 2.60GHz,"2,354"
Intel Pentium 6405U @ 2.40GHz,"2,351"
Intel Atom C2758 @ 2.40GHz,"2,350"
Intel N50,"2,350"
AArch64 rev 2 (aarch64),"2,350"
Intel Core i3-6102E @ 1.90GHz,"2,349"
Intel Core2 Extreme X9750 @ 3.16GHz,"2,348"
AMD Opteron 4130,"2,347"
Intel Xeon E5-2403 @ 1.80GHz,"2,346"
AMD Phenom II X4 940,"2,345"
AMD Phenom II X4 960T,"2,344"
Intel Xeon E5-2603 @ 1.80GHz,"2,342"
AMD Athlon II X4 645,"2,341"
Intel Core2 Quad Q9550 @ 2.83GHz,"2,337"
Intel Core m5-6Y57 @ 1.10GHz,"2,337"
MT6771V/WL,"2,334"
Intel Xeon X5365 @ 3.00GHz,"2,331"
Intel Core i7-3537U @ 2.00GHz,"2,327"
AMD A10-9600P,"2,327"
Intel Pentium G4400T @ 2.90GHz,"2,325"
Intel Celeron G3950 @ 3.00GHz,"2,322"
Intel Core i7-3517UE @ 1.70GHz,"2,320"
MediaTek MT6768V/CA,"2,320"
ARM Cortex-A76 4 Core 2600 MHz,"2,320"
AMD Phenom II X4 B35,"2,319"
Unisoc ums9230,"2,318"
Intel Core i3-3240 @ 3.40GHz,"2,317"
Intel Core i5-4260U @ 1.40GHz,"2,316"
Intel Core m7-6Y75 @ 1.20GHz,"2,314"
AMD Athlon II X4 641 Quad-Core,"2,313"
Intel Core i5-4210U @ 1.70GHz,"2,309"
Intel Core i3-2140 @ 3.50GHz,"2,307"
Intel Core i5-3437U @ 1.90GHz,"2,306"
Intel Xeon L3360 @ 2.83GHz,"2,306"
Intel Core2 Extreme Q6850 @ 3.00GHz,"2,304"
AMD Phenom II X4 B70,"2,303"
AMD A8-3870K APU,"2,301"
AMD A10-6700T APU,"2,299"
Allwinner A527,"2,297"
Intel Celeron G4930T @ 3.00GHz,"2,297"
Intel Core m5-6Y54 @ 1.10GHz,"2,288"
AMD Phenom II X4 840T,"2,286"
Intel Xeon X3430 @ 2.40GHz,"2,286"
Intel Xeon E5472 @ 3.00GHz,"2,286"
Intel Celeron N4505 @ 2.00GHz,"2,285"
Intel Pentium 1403 v2 @ 2.60GHz,"2,284"
AMD Opteron 3260 HE,"2,283"
Intel Core i3-6006U @ 2.00GHz,"2,280"
AMD Athlon X4 730,"2,278"
Intel Xeon L5520 @ 2.27GHz,"2,274"
Intel Xeon E3-1220L @ 2.20GHz,"2,274"
Intel Pentium 5405U @ 2.30GHz,"2,273"
Intel Core i7-4550U @ 1.50GHz,"2,272"
AMD Phenom II X4 925,"2,271"
Intel Pentium 4417U @ 2.30GHz,"2,270"
AMD Phenom II X4 B45,"2,267"
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz","2,266"
Intel Xeon X3350 @ 2.66GHz,"2,263"
Intel Core i3-3220 @ 3.30GHz,"2,263"
Intel Xeon L5430 @ 2.66GHz,"2,260"
Intel Xeon E3-1220L V2 @ 2.30GHz,"2,258"
Intel Celeron J3455 @ 1.50GHz,"2,256"
Intel Core i5-3427U @ 1.80GHz,"2,255"
mt6779,"2,251"
Samsung Exynos 9610,"2,250"
AMD Athlon II X4 638 Quad-Core,"2,250"
Virtual @ 2.74GHz,"2,248"
Intel Celeron N6211 @ 1.20GHz,"2,245"
AMD A8-8600P,"2,240"
Intel Core i5-650 @ 3.20GHz,"2,239"
Intel Celeron G4900T @ 2.90GHz,"2,239"
AMD Phenom II X4 B40,"2,238"
Intel Core i7-3555LE @ 2.50GHz,"2,238"
Intel Celeron G3930 @ 2.90GHz,"2,237"
"Qualcomm Technologies, Inc SDM662","2,237"
AMD Athlon II X4 640,"2,234"
Intel Pentium 4415U @ 2.30GHz,"2,234"
Intel Xeon E5430 @ 2.66GHz,"2,233"
Intel Core i5-2520M @ 2.50GHz,"2,232"
Intel Core i3-3225 @ 3.30GHz,"2,231"
"Qualcomm Technologies, Inc SM6125","2,231"
Intel Xeon X3353 @ 2.66GHz,"2,229"
MT6769V,"2,229"
MT6969T,"2,228"
AMD A10-8700P,"2,226"
MediaTek MT6771V/WM,"2,225"
Intel Pentium G3440 @ 3.30GHz,"2,224"
Intel Core i3-3210 @ 3.20GHz,"2,221"
Intel Core2 Quad Q9500 @ 2.83GHz,"2,221"
Intel Celeron G3930TE @ 2.70GHz,"2,218"
AMD PRO A10-8700B,"2,217"
Intel Pentium G3460 @ 3.50GHz,"2,216"
Snapdragon 835,"2,211"
AMD Phenom II X4 920,"2,209"
AMD Athlon II X4 635,"2,206"
AMD Phenom II X4 973,"2,204"
Intel Core i3-5010U @ 2.10GHz,"2,201"
Intel Core i5-8200Y @ 1.30GHz,"2,198"
Intel Xeon X5472 @ 3.00GHz,"2,197"
Qualcomm SDM439,"2,195"
Intel Celeron J3455E @ 1.50GHz,"2,193"
Intel Core i3-21050 @ 3.10GHz,"2,193"
MediaTek MT6769V/WB,"2,192"
Intel Pentium G4400TE @ 2.40GHz,"2,190"
AMD PRO A8-8600B,"2,188"
Intel Core2 Quad Q9450 @ 2.66GHz,"2,187"
Intel Core i3-5020U @ 2.20GHz,"2,185"
Intel Core i5-4200U @ 1.60GHz,"2,185"
MediaTek MT6797X,"2,182"
Intel Celeron G3900 @ 2.80GHz,"2,180"
Intel Atom C2750 @ 2.41GHz,"2,174"
AMD A8-3820 APU,"2,174"
Intel Core i7-940XM @ 2.13GHz,"2,172"
Intel Pentium N4200 @ 1.10GHz,"2,167"
Intel Pentium G3450 @ 3.40GHz,"2,167"
"Qualcomm Technologies, Inc SDM636","2,166"
Intel Core i7-860S @ 2.53GHz,"2,166"
Intel Core m3-6Y30 @ 0.90GHz,"2,166"
AMD A6-3670 APU,"2,165"
Intel Core i5-4250U @ 1.30GHz,"2,162"
AMD Phenom II X4 B93,"2,159"
AMD A8-7690K,"2,157"
AMD A8-7200P,"2,154"
Intel Celeron G5905T @ 3.30GHz,"2,154"
AMD FirePro A320 APU,"2,153"
AMD Athlon II X4 631 Quad-Core,"2,150"
"Qualcomm Technologies, Inc APQ8053","2,149"
ARM Cortex-A76 4 Core 2400 MHz,"2,147"
Intel Xeon E5462 @ 2.80GHz,"2,146"
Intel Core2 Extreme Q6800 @ 2.93GHz,"2,145"
QTI MSM8937,"2,142"
Intel Xeon L5420 @ 2.50GHz,"2,140"
MT6765H,"2,132"
AMD Phenom II X4 910e,"2,131"
MediaTek MT6763V/CE,"2,130"
Intel Pentium G3430 @ 3.30GHz,"2,127"
AMD Athlon II X4 630,"2,124"
Intel Core2 Quad Q9505 @ 2.83GHz,"2,122"
"Qualcomm Technologies, Inc SM4250","2,120"
AMD Athlon X4 640,"2,115"
Hardkernel ODROID-N2Plus,"2,115"
Intel Core2 Quad Q9400 @ 2.66GHz,"2,113"
Intel Atom x7-E3950 @ 1.60GHz,"2,112"
Intel Xeon X3330 @ 2.66GHz,"2,111"
AMD Phenom II X4 B25,"2,108"
Intel Pentium G3440T @ 2.80GHz,"2,107"
Intel Celeron 6305 @ 1.80GHz,"2,105"
Mediatek MT6765H,"2,103"
Intel Celeron G3900T @ 2.60GHz,"2,102"
Intel Pentium 4405U @ 2.10GHz,"2,101"
Intel Core2 Quad Q6700 @ 2.66GHz,"2,099"
Samsung Exynos 850,"2,094"
AMD 3015Ce,"2,094"
Samsung Exynos7870,"2,093"
Intel Core i5-3337U @ 1.80GHz,"2,093"
Intel Pentium G2140 @ 3.30GHz,"2,092"
AMD Phenom II X4 820,"2,086"
Intel Pentium G3260 @ 3.30GHz,"2,086"
"Qualcomm Technologies, Inc SDM632","2,085"
Intel Core i3-2125 @ 3.30GHz,"2,083"
AMD Opteron 1389,"2,079"
AMD A10-7400P,"2,078"
AMD Athlon II X4 655,"2,078"
Intel Pentium G3258 @ 3.20GHz,"2,076"
Intel Core i7-640M @ 2.80GHz,"2,075"
AMD Opteron 2384,"2,074"
Intel Core i5-2450M @ 2.50GHz,"2,073"
Intel Core2 Quad Q8400 @ 2.66GHz,"2,073"
Intel Core i7-610E @ 2.53GHz,"2,071"
AMD Phenom II X4 830,"2,070"
Intel Core i5-2435M @ 2.40GHz,"2,065"
AMD Opteron 3250 HE,"2,061"
MT6797M,"2,061"
Apple A9,"2,061"
AMD Opteron 4162 EE,"2,058"
Intel Xeon X3230 @ 2.66GHz,"2,052"
AMD A6-3650 APU,"2,049"
"Qualcomm Technologies, Inc SDM460","2,041"
Intel Celeron G3930T @ 2.70GHz,"2,040"
SAMSUNG Exynos7420,"2,036"
Intel Core i3-2130 @ 3.40GHz,"2,035"
Intel Core i7-3517U @ 1.90GHz,"2,035"
Intel Celeron G3900E @ 2.40GHz,"2,034"
Intel Core M-5Y71 @ 1.20GHz,"2,034"
Intel Core i3-2102 @ 3.10GHz,"2,029"
MediaTek MT8768CT,"2,028"
AMD A10-5750M APU,"2,028"
Intel Xeon E7- 2830 @ 2.13GHz,"2,027"
Intel Core i3-3240T @ 2.90GHz,"2,025"
Intel Core i3-4330TE @ 2.40GHz,"2,022"
Giada JHS558 (Android),"2,022"
Intel Xeon E5420 @ 2.50GHz,"2,022"
Intel Core i3-5005U @ 2.00GHz,"2,018"
Intel Core i5-655K @ 3.20GHz,"2,017"
Intel Pentium G3450T @ 2.90GHz,"2,016"
AMD A8-3800 APU,"2,015"
AMD Athlon II X4 620,"2,014"
Intel Core i5-3317U @ 1.70GHz,"2,011"
Intel Core i5-2415M @ 2.30GHz,"2,011"
Intel Core2 Extreme Q9200 @ 2.40GHz,"2,011"
Intel Core i5-2430M @ 2.40GHz,"2,010"
Intel Core M-5Y51 @ 1.10GHz,"2,001"
AMD Athlon II X4 615e,"2,000"
Intel Core i7-2655LE @ 2.20GHz,"1,999"
Intel Celeron N6210 @ 1.20GHz,"1,997"
AMD Opteron 2427,"1,995"
Intel Pentium G3250 @ 3.20GHz,"1,994"
Intel Xeon E5410 @ 2.33GHz,"1,990"
MediaTek MT8768WT,"1,988"
Intel Xeon X3320 @ 2.50GHz,"1,986"
AMD Athlon II X3 460,"1,985"
Intel Core i7-620M @ 2.67GHz,"1,984"
Intel Celeron N3450 @ 1.10GHz,"1,983"
Intel Celeron 6305E @ 1.80GHz,"1,981"
Intel Xeon X5355 @ 2.66GHz,"1,979"
Intel Celeron N4500 @ 1.10GHz,"1,978"
"Qualcomm Technologies, Inc 450","1,978"
Intel Atom x5-E3940 @ 1.60GHz,"1,973"
Intel Core2 Quad Q9300 @ 2.50GHz,"1,971"
AMD Phenom II X4 810,"1,971"
Intel Core i7-3689Y @ 1.50GHz,"1,967"
AMD Athlon II X4 610e,"1,964"
AMD Athlon II X4 605e,"1,963"
"Qualcomm Technologies, Inc MSM8976SG","1,961"
AMD FX-7500 APU,"1,960"
AMD Phenom II X4 805,"1,959"
Intel Core i3-4025U @ 1.90GHz,"1,959"
Intel Core i3-2120 @ 3.30GHz,"1,955"
Intel Atom E3900 @ 1.60GHz,"1,953"
MT8169A,"1,953"
Intel Core i5-580M @ 2.67GHz,"1,951"
"Qualcomm Technologies, Inc QCS610","1,949"
Intel Core i3-4120U @ 2.00GHz,"1,948"
AMD Phenom 9850B Quad-Core,"1,946"
Intel Xeon E5506 @ 2.13GHz,"1,944"
MT6757W,"1,941"
Intel Core i3-3220T @ 2.80GHz,"1,940"
Intel Pentium G3240 @ 3.10GHz,"1,938"
Intel Core i5-2410M @ 2.30GHz,"1,938"
AMD A10 PRO-7350B APU,"1,937"
Intel Core i7-840QM @ 1.87GHz,"1,937"
Intel Xeon X6550 @ 2.00GHz,"1,936"
Intel Xeon E5603 @ 1.60GHz,"1,935"
Intel Core i7-2677M @ 1.80GHz,"1,934"
Intel Pentium G3420 @ 3.20GHz,"1,933"
AMD A10-5757M APU,"1,932"
AMD A8-6500T APU,"1,929"
Intel Xeon E5507 @ 2.27GHz,"1,928"
AMD A10-4600M APU,"1,928"
Intel Core M-5Y31 @ 0.90GHz,"1,922"
AMD Phenom II X4 905e,"1,921"
Intel Xeon L5410 @ 2.33GHz,"1,921"
Intel Core i3-4158U @ 2.00GHz,"1,921"
Intel Pentium G2130 @ 3.20GHz,"1,921"
